sample,true_class,true_m1,true_m2,true_mc,true_q,true_chi_eff,recovered_m1,recovered_m2,recovered_mc,recovered_chi_eff,route,confidence,bucket,waveform_n_samples,waveform_duration_s,waveform_peak_strain,waveform_rms_strain
21,BNS,1.893446639697863,1.4635722585664157,1.4468036192610245,0.7729672586917778,0.0014769452555502079,1.8778852640102133,1.4959549278865933,1.4572284317914135,0.020207526342825313,BNS,1.0,match,524288,128.0,2.59173426817036e-20,1.2021604064983453e-21
22,BNS,1.9368131505337791,1.2257444035570118,1.3343965147754122,0.632866625889648,-0.01026978599064418,1.9298592470725948,1.216350609269083,1.3267622613384862,-0.0009697310450726263,BNS,1.0,match,524288,128.0,2.0385587560516284e-20,1.124147307179979e-21
23,BNS,1.3103236729000947,1.2412471247333061,1.110147233582983,0.9472828358401678,0.024266045503591793,1.306040410918013,1.2496273934949025,1.1120937774555104,0.039419665503454666,BNS,1.0,match,1048576,256.0,1.708508550319853e-20,6.849820523133112e-22
24,BNS,1.1218325046285311,1.0616874437377346,0.949999523588962,0.9463867728536604,0.013924782342767452,1.1021297072437881,1.0545927505047246,0.9384943060155297,0.010282975439919236,BNS,1.0,match,1048576,256.0,1.507653604939831e-20,6.027703385407863e-22
25,BBH,10.897598820079097,5.729850286388572,6.809564358603544,0.5257901654290283,0.39188630894246385,10.826181821549286,5.844763330638572,6.860461058725236,0.40317043087158194,BBH,1.0,match,131072,32.0,1.596696997736845e-19,1.1268382379018195e-20
26,BBH,46.61637931904122,6.03456202320888,13.342258434365373,0.12945153852272617,0.10276326047961458,45.60537440495573,6.045483347202881,13.232829755265069,0.11299309788208908,BBH,1.0,match,65536,16.0,2.3636514910576707e-19,2.351395135460401e-20
27,BNS,1.5960425532343727,1.5561215432295499,1.3719270694484158,0.9749875027304735,0.013800511871263873,1.577186682618778,1.5659439381343092,1.3681165635615886,0.018484302461102997,BNS,1.0,match,524288,128.0,2.528642874971042e-20,1.1518594417984268e-21
28,BNS,1.2326407419664336,1.1234786313701839,1.0242390808988984,0.9114404490459214,0.023081439868111557,1.2871491500228986,1.1115823537051708,1.0407489538405683,0.012445914241781241,BNS,1.0,match,1048576,256.0,1.4330243349004888e-20,6.4119173690197e-22
29,BBH,44.03707842885462,22.71880818422509,27.241091967172864,0.5159018035433282,-0.4095429379523791,43.07109377809375,23.553457906243892,27.480047917875503,-0.38050148634844166,BBH,1.0,match,65536,16.0,7.030521659667247e-19,4.066658819934076e-20
30,BNS,1.1461732441926982,1.1205438400885486,0.9865702329314032,0.977639153388019,-0.027195561288435185,1.1639925148204497,1.1302873290210096,0.9985139806311195,-0.03230278616718542,BNS,1.0,match,1048576,256.0,1.3246192536958267e-20,6.214963228630912e-22
31,BBH,10.197052864940973,5.109907358889115,6.2109041597764305,0.5011160995798852,-0.6476748739746115,10.08379884478821,5.158097722216176,6.209554477942086,-0.6323478228536215,BBH,1.0,match,262144,64.0,1.4402741052357506e-19,7.00511349132365e-21
32,BBH,27.703680666000356,24.86583278966664,22.84217725725866,0.8975642294413069,-0.049435019023548694,27.64977672888978,25.90680025307659,23.297036541508067,-0.0433082877184779,BBH,1.0,match,65536,16.0,6.221081920084817e-19,3.9426395892621256e-20
33,BNS,1.049254119927594,1.0184020355823324,0.899879381994214,0.9705961751692807,-0.018413857864882078,1.0742503529466183,1.023753722497083,0.9128918584602472,-0.03032976444833701,BNS,1.0,match,1048576,256.0,1.2536383360950626e-20,5.763712257343822e-22
34,BBH,45.61939147674277,44.789564953886156,39.350794740460046,0.9818097853567453,0.4653683063627112,45.667261545017666,44.527840547802114,39.25593910080545,0.46189471856939013,BBH,1.0,match,65536,16.0,1.0732405220756678e-18,6.559092443981446e-20
35,BBH,28.14002915856865,24.84424442057222,23.009162163157065,0.882879128538754,-0.11782187637882617,28.239370452254057,24.991319361108353,23.118204342317583,-0.13833690218227496,BBH,1.0,match,65536,16.0,6.289178702880147e-19,3.928468159067741e-20
36,BNS,1.2325699405288737,1.085472199822134,1.0065466343056797,0.8806576926226006,-0.01518218384480146,1.231058209623049,1.0626143585700687,0.995144797974438,-0.006707241327314874,BNS,1.0,match,1048576,256.0,1.582033930900201e-20,6.318211960327962e-22
37,BNS,1.916348019538178,1.4406813185480338,1.4435583952929392,0.7517848031044093,-0.008277241487821833,1.983187729046696,1.453330303403327,1.4743926866023624,-0.0013585091112533725,BNS,1.0,match,524288,128.0,2.5377855047147245e-20,1.1996672461278865e-21
38,BBH,17.967002638210776,14.5293615744806,14.04967710463316,0.808669195805689,-0.12390826229406002,17.89849407714732,14.869711024761523,14.18995054702726,-0.09392123408760317,BBH,1.0,match,65536,16.0,3.8162564552937043e-19,2.7212944318747545e-20
39,BBH,8.802194847058411,8.558625571029083,7.555843499395743,0.9723285748314551,0.06781045034996096,8.81730633728325,8.710954843902197,7.629450296484056,0.07251028315416258,BBH,1.0,match,131072,32.0,1.9628101140275684e-19,1.208329705126702e-20
40,BBH,16.402250922763425,11.728193422349735,12.040525014642771,0.715035605635875,-0.3002976168722897,16.18826273143305,11.999187882802296,12.105984095902235,-0.3054999917427144,BBH,1.0,match,65536,16.0,3.224463205009659e-19,2.3800663384356582e-20
41,BBH,28.518429898090524,22.966278695381604,22.25328312828441,0.8053135736241682,0.25961193559752277,27.34162357488826,22.694769775366932,21.66670394762223,0.24804459725969266,BBH,1.0,match,65536,16.0,6.070480394324046e-19,4.038638252588158e-20
42,BBH,34.60384782682375,17.39241643564366,21.110385440879618,0.5026150999936382,0.38374155570833207,35.343312369438436,17.473422665742337,21.37257395748682,0.389271481346995,BBH,1.0,match,65536,16.0,5.385039198477074e-19,3.8841117205238614e-20
43,BNS,1.3641920177720541,1.1145165308587952,1.0723390419911911,0.8169792201826402,-0.034680749785762494,1.3914710629082536,1.0909214116212864,1.0709926682295352,-0.023051275078631726,BNS,1.0,match,1048576,256.0,1.8087364251202624e-20,6.652349787095486e-22
44,BNS,1.9361399868384623,1.7304714302383708,1.5929705084697503,0.8937739223412614,-0.006924644630269084,1.9876010616400124,1.7601245804070014,1.6276837164475666,0.007233066835515753,BNS,1.0,match,524288,128.0,2.950313582781371e-20,1.3005836266231987e-21
45,BBH,43.274015563585216,29.38337575103316,30.927254722881226,0.6790073758664326,-0.30317959840279013,42.87788571761182,29.446773583679555,30.82516205001021,-0.2986570494444396,BBH,1.0,match,65536,16.0,8.16475631405304e-19,4.602300570288163e-20
46,BNS,1.458548081798551,1.202822294519383,1.1519994403663134,0.8246709927012965,0.008056481710573282,1.4666072652847537,1.1688361684777406,1.1383340968464752,-0.01769347459150218,BNS,1.0,match,1048576,256.0,2.044212621775335e-20,7.057823425448227e-22
47,BNS,1.283908437864039,1.2376020005852943,1.097329057088941,0.9639332245874309,0.004456524439248315,1.266899861883974,1.2410237580428864,1.091567431893645,0.014763912145053999,BNS,1.0,match,1048576,256.0,1.7298277747199472e-20,6.783480920679217e-22
48,BBH,15.837262611851617,6.5499656204202825,8.700644373362652,0.41357940326876297,0.17199053661650243,15.712546964939241,6.618238172570965,8.717914191201714,0.16403803926216823,BBH,1.0,match,131072,32.0,2.0890843094511291e-19,1.3424416050500979e-20
49,BNS,1.051657917014399,1.0313008325438613,0.9066084957892732,0.9806428648126091,0.0022768112658486735,1.0173109389075228,1.0025745996601811,0.8791781682979255,0.00692803603376448,BNS,1.0,match,1048576,256.0,1.367179517942851e-20,5.80019063524013e-22
50,BNS,1.6981207839786372,1.5850114072062857,1.4280483373363149,0.9333914419754406,-0.03818175203038496,1.7440918306181974,1.587931843296803,1.448435324058819,-0.052713952418037634,BNS,1.0,match,524288,128.0,2.127887949285975e-20,1.1892431546762617e-21
51,BBH,38.05794913708227,11.381555786490763,17.50545426032927,0.2990585684345506,-0.20503149520800354,39.36772855130508,11.06692826600436,17.49664005263264,-0.21104038193100608,BBH,1.0,match,65536,16.0,3.989113595834469e-19,2.9531129293504424e-20
52,BNS,1.8841457113668172,1.6273705976507344,1.5235672645641491,0.8637180170477313,-0.036459918861848926,1.864026794478232,1.5925529252327582,1.4989884946474004,-0.03955172879451732,BNS,1.0,match,524288,128.0,2.5278260909348148e-20,1.253566482060268e-21
53,BNS,1.6364083421077769,1.3642885037658667,1.2996736626953493,0.83370908633269,0.0009262589387597642,1.6251895797711071,1.323991300941479,1.2756549379501994,0.00925382857682162,BNS,1.0,match,1048576,256.0,2.2086466350203316e-20,7.788936445397146e-22
54,BNS,1.148438989920058,1.0754593670181596,0.9673823831164098,0.9364531999153229,-0.006204920686870655,1.1961446983374604,1.0769516988516177,0.9877894797838522,0.005610240451194853,BNS,1.0,match,1048576,256.0,1.4312091414901035e-20,6.116813026268645e-22
55,BBH,24.25564461566075,16.76495907033162,17.495597607824923,0.6911776345662346,0.06970270185216308,23.851366663843024,16.23197839103453,17.066247646376013,0.03731601884980505,BBH,1.0,match,65536,16.0,4.683955666920635e-19,3.271968289339782e-20
56,BBH,23.828001987058716,13.926970948727192,15.746054334970387,0.5844791752279986,-0.23433010158428372,23.993705940977087,13.81358361329699,15.729941482226984,-0.23853291845842178,BBH,1.0,match,65536,16.0,3.982480638017522e-19,2.897134870556137e-20
57,BNS,1.316214151824043,1.2489972121942101,1.1161130445221596,0.9489316084797583,-0.0008176304746343692,1.3163810230958535,1.3138869570483769,1.1448900182331012,0.015585178223482063,BNS,1.0,match,1048576,256.0,1.8937439021353982e-20,6.877995731702934e-22
58,BBH,46.44757387828363,25.874362874062594,29.925789013743177,0.5570659716666072,0.19248789186373572,46.84730296148577,25.433703229387557,29.77499366232782,0.20611658255911122,BBH,1.0,match,65536,16.0,7.755910289162163e-19,4.912003006655066e-20
59,BBH,7.500556260809505,5.70168468347876,5.682356415627927,0.7601682442234491,-0.37673598469566466,7.640898737793305,5.492842683086776,5.624543380251001,-0.3937741750623784,BBH,1.0,match,262144,64.0,1.368261848403816e-19,6.6847468460909395e-21
60,BBH,21.751770793619666,7.573288076007188,10.879769104380255,0.3481688064784418,-0.037476309137185256,20.46209575778352,7.490967115015394,10.519786399084117,-0.007201125673750584,BBH,1.0,match,131072,32.0,2.609153046442793e-19,1.5555906819950163e-20
61,BBH,18.99326794643448,14.622681290379171,14.483280767592266,0.7698875902566426,0.10762905314593109,19.03105599242692,14.59750084256971,14.484489444248162,0.12003510172732262,BBH,1.0,match,65536,16.0,3.9074715620598967e-19,2.8502497075546437e-20
62,BNS,1.1659068678765336,1.1387486254368966,1.003075984670116,0.9767063363396252,0.027510343225148823,1.1691710769741925,1.1452074586448984,1.007326965953991,0.03943898228739551,BNS,1.0,match,1048576,256.0,1.4322293923709427e-20,6.303610416962719e-22
63,BNS,1.3925727158419199,1.031425164682183,1.040990858808077,0.7406616207173105,0.01185082944271571,1.436152388341193,1.023962381196683,1.052687927075193,-0.002572899128449589,BNS,1.0,match,1048576,256.0,1.7682754991444613e-20,6.494231265199008e-22
64,BBH,15.478352822466782,8.060300708128997,9.622529885131799,0.5207466712110022,0.03704872524311679,14.737168707505255,7.933501574647754,9.324692271722578,0.010497737388016173,BBH,1.0,match,131072,32.0,2.49720504964786e-19,1.4457486259172907e-20
65,BNS,1.637588700478459,1.413890099291938,1.3239458432430187,0.8633975667265155,0.02131553080070292,1.6442500261714472,1.3853709168022894,1.312933396253214,0.03499216780687652,BNS,1.0,match,1048576,256.0,2.4173103140476493e-20,7.910419179530159e-22
66,BBH,26.715762886428227,21.69133448066678,20.933917222157824,0.8119301916579785,0.3142777735273928,26.55168363747967,21.36443410494799,20.709697269969347,0.29297949940314216,BBH,1.0,match,65536,16.0,5.689574598605132e-19,3.880205558345937e-20
67,BBH,27.446763133916836,16.92845776417792,18.656793799754816,0.6167742870655261,-0.45284291628680595,27.630269518090817,16.945772887741388,18.72611129087777,-0.45611382962912284,BBH,1.0,match,65536,16.0,4.86348583832803e-19,3.176822450699984e-20
68,BNS,1.0248231317985725,1.02302247319941,0.8913761589821422,0.9982429567178072,-0.012206695351746859,1.0216315666072922,0.9951416455338403,0.8777606550102277,-0.01834449354565927,BNS,1.0,match,1048576,256.0,1.330676843972353e-20,5.7193036026081715e-22
69,BNS,1.6337697730692629,1.6222389325720854,1.417249441596542,0.9929421876403581,0.0049184739636107914,1.6340311281131805,1.6255186693100587,1.4187956502363614,-0.030783601549959724,BNS,1.0,match,524288,128.0,2.6006299073331876e-20,1.1826877125416879e-21
70,BBH,44.00606472178669,9.450750785608308,16.818477935594956,0.21476018920022616,0.2891723883886569,43.26899534654068,9.495254062643813,16.739484815274338,0.30971678454569374,BBH,1.0,match,65536,16.0,3.5623632866366695e-19,3.0422248723223406e-20
71,BBH,17.970271046955737,14.516981743421516,14.044813526466319,0.8078332099437516,0.11149291662314599,17.376619855014333,14.145036577664706,13.633891038533474,0.10093111229335275,BBH,1.0,match,65536,16.0,3.7417171080620794e-19,2.786117268052906e-20
72,BBH,25.923805528714386,25.46174469336889,22.3657747210168,0.982176195742801,0.1614577917085006,26.584575964886305,25.142155220858946,22.504861139575176,0.15439911886968474,BBH,1.0,match,65536,16.0,6.088812119607329e-19,4.0031295590192706e-20
73,BBH,42.01623907778442,6.368517276958213,13.168357015964771,0.1515727589318076,-0.2719101157430332,41.14708439019984,6.398484476588321,13.086626367483408,-0.2968825984748935,BBH,1.0,match,65536,16.0,2.3874470658345166e-19,2.2353549649972748e-20
74,BNS,1.7394314684765098,1.5921896574125274,1.4484721563549967,0.915350610971213,-0.03623512574858234,1.789915991604005,1.5781576128497847,1.4625593511371995,-0.03354709563392372,BNS,1.0,match,524288,128.0,2.774064363666052e-20,1.2031013165702588e-21
75,BBH,35.47793297139788,5.902368973526671,11.728219008797701,0.16636732975072505,-0.04502694523390213,36.44480785617611,5.779530516913991,11.722071471681497,-0.08682308523555386,BBH,1.0,match,65536,16.0,2.2229809067135513e-19,2.168311394018464e-20
76,BBH,18.452464300350748,12.941262100779658,13.410656242791132,0.701329745996781,-0.2454379678719346,18.382373042425773,12.653089171371969,13.230834675488568,-0.23341120965414672,BBH,1.0,match,65536,16.0,3.5004910148820695e-19,2.595539070590767e-20
77,BBH,37.29376164387054,31.075003827125638,29.611259573702643,0.8332493815955143,0.2871946900889575,37.04215916005728,30.98674881850208,29.470308571298645,0.2770348256756301,BBH,1.0,match,65536,16.0,8.025969701236906e-19,5.0529256297327485e-20
78,BNS,1.915298760285555,1.4548271444034266,1.4504392002518196,0.7595823558025612,-0.02659092535276608,1.873018896482783,1.4719143559367154,1.443368851527352,-0.03046916199423718,BNS,1.0,match,524288,128.0,2.757967444297417e-20,1.2040401659009695e-21
79,BNS,1.6345402649517973,1.217832890033867,1.2255999237270105,0.7450614194993729,0.015043647246149322,1.6339661220109223,1.1958528795225776,1.2139498594424627,0.010165496449443215,BNS,1.0,match,1048576,256.0,2.0317682014952278e-20,7.423093420790431e-22
80,BNS,1.325342730516677,1.2957576289409982,1.1408129826694413,0.9776773955185576,0.013472917148328557,1.3461464772868361,1.302816132706786,1.152842828862198,-0.006789445666091122,BNS,1.0,match,1048576,256.0,1.7940455168991378e-20,7.003629863740821e-22
81,BNS,1.3224923471686654,1.0501287148488314,1.0245561031731079,0.7940527724769527,0.011270626750628433,1.3336062712922905,1.058271478878358,1.032825701674506,0.01664613881487081,BNS,1.0,match,1048576,256.0,1.6453345077456778e-20,6.411301964111101e-22
82,BBH,49.761578702076115,35.19604805801857,36.32389041651607,0.7072936385064919,0.5616958125389555,49.32824743742865,34.858797293455225,35.991156164389906,0.5833413482467306,BBH,1.0,match,65536,16.0,9.711305200772557e-19,6.233827284958961e-20
83,BNS,1.6529221265639984,1.6237687802640854,1.4261948144909489,0.9823625409622199,-0.0026792903327809846,1.6843955375430186,1.5506414669717883,1.4066868736904907,-0.018659412538629006,BNS,1.0,match,524288,128.0,2.775992443083326e-20,1.1886421224132072e-21
84,BNS,1.0655304339183824,1.0298240696972407,0.9118971032960768,0.9664895876414951,-0.008393707876981028,1.0603080422783915,1.008592934087053,0.9002038067786879,0.0013329467649655562,BNS,1.0,match,1048576,256.0,1.2770083816304957e-20,5.827358142972672e-22
85,BNS,1.6981897256099134,1.1445396150828242,1.2089911464440093,0.6739762924144161,-0.016086556816627833,1.7201807625949643,1.144227229206254,1.2163115859430609,-0.015957646407849916,BNS,1.0,match,1048576,256.0,2.0592341646332885e-20,7.33487389263399e-22
86,BNS,1.508167355812875,1.2487489403118646,1.1936309886380623,0.8279909623417167,-0.012241113346562967,1.4975814572867567,1.2232175119436883,1.1770561899028604,-0.0031903038997122095,BNS,1.0,match,1048576,256.0,1.7189007428223848e-20,7.264161460062152e-22
87,BNS,1.2424828530283327,1.1163586464295,1.024983170547962,0.8984901833522875,-0.0032080105878648,1.2495050426436574,1.133490671148366,1.0357833504682816,-0.025923867285979632,BNS,1.0,match,1048576,256.0,1.4496384148327624e-20,6.413900593285976e-22
88,BBH,11.770430520086332,5.320742510904295,6.784289627881538,0.45204315184770905,-0.19004225506270614,11.807653114141837,5.403508511118279,6.850805203034081,-0.18584519056387136,BBH,1.0,match,131072,32.0,1.6211173349963796e-19,1.0807655574555942e-20
89,BBH,32.906717898273335,11.743348859428282,16.68328219760659,0.3568678254613923,0.1195693536450119,31.682696317064984,11.766608868474654,16.416762072456336,0.1431426847677656,BBH,1.0,match,65536,16.0,3.9487906032913503e-19,3.069103428576646e-20
90,BNS,1.7729373881352841,1.6612413978834426,1.493864153111806,0.9369994727398018,0.0075721725282282895,1.7369443513040281,1.7293109519106773,1.5087708631021648,0.037806152491267314,BNS,1.0,match,524288,128.0,2.5513847917791355e-20,1.2346030760242529e-21
91,BNS,1.8131593458201127,1.2589092183630912,1.3109075087353588,0.6943180263032382,0.021787816232672397,1.858476190981857,1.2749067101396903,1.3352990848127348,0.03580687641184257,BNS,1.0,match,1048576,256.0,2.1456281702598495e-20,7.841305787171042e-22
92,BBH,20.591539493323143,5.296771667418093,8.709621809380847,0.2572304838662298,-0.35199684562097305,21.284163360060347,5.479933538112118,9.007175113805141,-0.3292003181186085,BBH,1.0,match,131072,32.0,1.8548417168480416e-19,1.2518519750271073e-20
93,BNS,1.5938305480284476,1.0748382915854195,1.1350427758788975,0.6743742569842094,-0.013501327587828035,1.6064852853966858,1.0761363937482895,1.140077977424708,-0.02960242304065859,BNS,1.0,match,1048576,256.0,1.6025538544210806e-20,6.966167342046163e-22
94,BBH,49.688806186872796,31.126811547940992,34.05154800266822,0.6264350854169713,-0.12218721856737393,49.7327433926064,31.000490240637536,33.99351842254466,-0.13812724448642727,BBH,1.0,match,65536,16.0,8.917962568622325e-19,5.049455307162467e-20
95,BNS,1.0505196963720052,1.0300373750737957,0.9055624026471928,0.9805026775138576,-0.002262755458901852,1.0275099798344485,1.0129802677250457,0.8881479463473498,0.01833221091433867,BNS,1.0,match,1048576,256.0,1.2181048334168007e-20,5.794448573237405e-22
96,BBH,16.41490279528228,11.971881701143907,12.173548745103838,0.7293300393216268,-0.02052869030254743,16.53941969320819,12.280117216710666,12.379305148513557,-0.010128551601791148,BBH,1.0,match,65536,16.0,3.2435128369656344e-19,2.4636940241651485e-20
97,BBH,49.25376841968219,23.55438315892939,29.259757242366415,0.4782249950547312,-0.2365713355477094,48.684499168275075,23.67351407546691,29.180634750557722,-0.2504021410357775,BBH,1.0,match,65536,16.0,7.470736534611455e-19,4.4025682680451056e-20
98,BBH,22.77532580182504,17.13311029449933,17.161986006192752,0.7522663097590644,-0.003120627979726105,22.556117334119616,17.62578211230886,17.331715553208344,-0.022600449353150368,BBH,1.0,match,65536,16.0,4.632172966143367e-19,3.1890363646887774e-20
99,BBH,38.00727070532734,33.99245555417663,31.281197080147006,0.8943671808934186,-0.08929684640254885,38.93023153564216,32.17533144075814,30.78259962694527,-0.07516101868294363,BBH,1.0,match,65536,16.0,8.440703796827094e-19,4.907488326461996e-20
100,BNS,1.90397329087804,1.7824544568636915,1.6035644920620646,0.9361761876615882,-0.00395117889276811,1.9583311679431752,1.8479556182377854,1.6559465022759654,0.010951734165381592,BNS,1.0,match,524288,128.0,3.0040189048102703e-20,1.307769756698824e-21
101,BNS,1.3771446803556806,1.2712848955946603,1.1516905086438067,0.923130963455721,0.015095210941585764,1.3872109048717982,1.3521094689523694,1.1922409746742908,0.01606579615545534,BNS,1.0,match,1048576,256.0,1.7583199794558172e-20,7.058174557682034e-22
102,BNS,1.9353813695664948,1.4374219837078128,1.4488128827292774,0.7427073579972407,-0.022634772124536205,1.9461643822656167,1.4378240370149369,1.4529323120461435,-0.01517532678214666,BNS,1.0,match,524288,128.0,2.7572898499141714e-20,1.2029065216074275e-21
103,BBH,20.27649893940062,19.587504270420602,17.348704998259922,0.9660200377274606,-0.523982630489015,20.252811428917628,19.620403835641724,17.353205313895646,-0.5230138866728575,BBH,1.0,match,65536,16.0,4.712853217411372e-19,3.03782817960993e-20
104,BBH,28.490553561493055,16.00336620030195,18.436870488737586,0.5617078013510978,-0.5082025901824282,27.91624500018304,16.235185418699295,18.399227815777447,-0.5240763932029274,BBH,1.0,match,65536,16.0,4.734175951036782e-19,3.119441499644163e-20
105,BNS,1.110692074029616,1.0279426965612766,0.9300584055268348,0.9254974628853496,0.00206954132340698,1.1100704761760163,1.032579948354517,0.9319106595462232,0.0012389375952850342,BNS,1.0,match,1048576,256.0,1.3467827029717938e-20,5.922885910144086e-22
106,BNS,1.0718221405028845,1.009896626697796,0.9056395407617692,0.9422240766774664,-0.007501269636172057,1.018194594865626,0.9754794938204492,0.8675580141737831,-0.02136453909109094,BNS,1.0,match,1048576,256.0,1.3706141553711517e-20,5.794484065662658e-22
107,BBH,12.439009551528102,6.883969893039849,7.9865651688475925,0.5534178476608831,-0.1492676392548656,12.270829837080726,6.765246475614705,7.86283291460062,-0.15496880463169874,BBH,1.0,match,131072,32.0,1.9913657264325667e-19,1.2363678107620764e-20
108,BBH,39.20067372848157,31.41499253467585,30.51252041430066,0.8013890973473508,0.053876603071245754,40.81597525580361,31.273353988784212,31.047639443751216,0.027022218691361656,BBH,1.0,match,65536,16.0,8.271633166230541e-19,4.926615025387956e-20
109,BNS,1.846478536067957,1.15193618663532,1.2626566508413941,0.623855714612501,-0.007248958752634499,1.823502149980872,1.1746847409842969,1.2680162641599284,0.018113458895642358,BNS,1.0,match,1048576,256.0,1.9205456663619195e-20,7.597545070212333e-22
