sample,true_class,true_m1,true_m2,true_mc,true_chi_eff,recovered_m1,recovered_m2,recovered_mc,recovered_chi_eff,route,confidence,bucket,waveform_samples
70,BBH,44.00606472178669,9.450750785608308,16.818477935594956,0.2891723883886569,43.26899534654068,9.495254062643813,16.739484815274338,0.30971678454569374,BBH,higher,match,
71,BBH,17.970271046955737,14.516981743421516,14.044813526466319,0.11149291662314599,17.376619855014333,14.145036577664706,13.633891038533474,0.10093111229335275,BBH,high,match,
72,BBH,25.923805528714386,25.46174469336889,22.3657747210168,0.1614577917085006,26.584575964886305,25.142155220858946,22.504861139575176,0.15439911886968474,BBH,high,match,
73,BBH,42.01623907778442,6.368517276958213,13.168357015964771,-0.2719101157430332,41.14708439019984,6.398484476588321,13.086626367483408,-0.2968825984748935,BBH,high,match,
74,BNS,1.7394314684765098,1.5921896574125274,1.4484721563549967,-0.03623512574858234,1.789915991604005,1.5781576128497847,1.4625593511371995,-0.03354709563392372,BNS,higher,match,
75,BBH,35.47793297139788,5.902368973526671,11.728219008797701,-0.04502694523390213,36.44480785617611,5.779530516913991,11.722071471681497,-0.08682308523555386,BBH,high,match,
76,BBH,18.452464300350748,12.941262100779658,13.410656242791132,-0.2454379678719346,18.382373042425773,12.653089171371969,13.230834675488568,-0.23341120965414672,BBH,high,match,
77,BBH,37.29376164387054,31.075003827125638,29.611259573702643,0.2871946900889575,37.04215916005728,30.98674881850208,29.470308571298645,0.2770348256756301,BBH,high,match,
78,BNS,1.915298760285555,1.4548271444034266,1.4504392002518196,-0.02659092535276608,1.873018896482783,1.4719143559367154,1.443368851527352,-0.03046916199423718,BNS,higher,match,
79,BNS,1.6345402649517973,1.217832890033867,1.2255999237270105,0.015043647246149322,1.6339661220109223,1.1958528795225776,1.2139498594424627,0.010165496449443215,BNS,higher,match,
80,BNS,1.325342730516677,1.2957576289409982,1.1408129826694413,0.013472917148328557,1.3461464772868361,1.302816132706786,1.152842828862198,-0.006789445666091122,BNS,higher,match,
81,BNS,1.3224923471686654,1.0501287148488314,1.0245561031731079,0.011270626750628433,1.3336062712922905,1.058271478878358,1.032825701674506,0.01664613881487081,BNS,higher,match,
82,BBH,49.761578702076115,35.19604805801857,36.32389041651607,0.5616958125389555,49.32824743742865,34.858797293455225,35.991156164389906,0.5833413482467306,BBH,higher,match,
83,BNS,1.6529221265639984,1.6237687802640854,1.4261948144909489,-0.0026792903327809846,1.6843955375430186,1.5506414669717883,1.4066868736904907,-0.018659412538629006,BNS,higher,match,
84,BNS,1.0655304339183824,1.0298240696972407,0.9118971032960768,-0.008393707876981028,1.0603080422783915,1.008592934087053,0.9002038067786879,0.0013329467649655562,BNS,higher,match,
85,BNS,1.6981897256099134,1.1445396150828242,1.2089911464440093,-0.016086556816627833,1.7201807625949643,1.144227229206254,1.2163115859430609,-0.015957646407849916,AMBIGUOUS,medium,ambiguous,
86,BNS,1.508167355812875,1.2487489403118646,1.1936309886380623,-0.012241113346562967,1.4975814572867567,1.2232175119436883,1.1770561899028604,-0.0031903038997122095,BNS,higher,match,
87,BNS,1.2424828530283327,1.1163586464295,1.024983170547962,-0.0032080105878648,1.2495050426436574,1.133490671148366,1.0357833504682816,-0.025923867285979632,BNS,higher,match,
88,BBH,11.770430520086332,5.320742510904295,6.784289627881538,-0.19004225506270614,11.807653114141837,5.403508511118279,6.850805203034081,-0.18584519056387136,BBH,high,match,
89,BBH,32.906717898273335,11.743348859428282,16.68328219760659,0.1195693536450119,31.682696317064984,11.766608868474654,16.416762072456336,0.1431426847677656,BBH,high,match,
90,BNS,1.7729373881352841,1.6612413978834426,1.493864153111806,0.0075721725282282895,1.7369443513040281,1.7293109519106773,1.5087708631021648,0.037806152491267314,BNS,higher,match,
91,BNS,1.8131593458201127,1.2589092183630912,1.3109075087353588,0.021787816232672397,1.858476190981857,1.2749067101396903,1.3352990848127348,0.03580687641184257,AMBIGUOUS,medium,ambiguous,
92,BBH,20.591539493323143,5.296771667418093,8.709621809380847,-0.35199684562097305,21.284163360060347,5.479933538112118,9.007175113805141,-0.3292003181186085,BBH,higher,match,
93,BNS,1.5938305480284476,1.0748382915854195,1.1350427758788975,-0.013501327587828035,1.6064852853966858,1.0761363937482895,1.140077977424708,-0.02960242304065859,AMBIGUOUS,medium,ambiguous,
94,BBH,49.688806186872796,31.126811547940992,34.05154800266822,-0.12218721856737393,49.7327433926064,31.000490240637536,33.99351842254466,-0.13812724448642727,BBH,high,match,
95,BNS,1.0505196963720052,1.0300373750737957,0.9055624026471928,-0.002262755458901852,1.0275099798344485,1.0129802677250457,0.8881479463473498,0.01833221091433867,BNS,higher,match,
96,BBH,16.41490279528228,11.971881701143907,12.173548745103838,-0.02052869030254743,16.53941969320819,12.280117216710666,12.379305148513557,-0.010128551601791148,BBH,high,match,
97,BBH,49.25376841968219,23.55438315892939,29.259757242366415,-0.2365713355477094,48.684499168275075,23.67351407546691,29.180634750557722,-0.2504021410357775,BBH,high,match,
98,BBH,22.77532580182504,17.13311029449933,17.161986006192752,-0.003120627979726105,22.556117334119616,17.62578211230886,17.331715553208344,-0.022600449353150368,BBH,high,match,
99,BBH,38.00727070532734,33.99245555417663,31.281197080147006,-0.08929684640254885,38.93023153564216,32.17533144075814,30.78259962694527,-0.07516101868294363,BBH,high,match,
100,BNS,1.90397329087804,1.7824544568636915,1.6035644920620646,-0.00395117889276811,1.9583311679431752,1.8479556182377854,1.6559465022759654,0.010951734165381592,BNS,higher,match,
101,BNS,1.3771446803556806,1.2712848955946603,1.1516905086438067,0.015095210941585764,1.3872109048717982,1.3521094689523694,1.1922409746742908,0.01606579615545534,BNS,higher,match,
102,BNS,1.9353813695664948,1.4374219837078128,1.4488128827292774,-0.022634772124536205,1.9461643822656167,1.4378240370149369,1.4529323120461435,-0.01517532678214666,BNS,higher,match,
103,BBH,20.27649893940062,19.587504270420602,17.348704998259922,-0.523982630489015,20.252811428917628,19.620403835641724,17.353205313895646,-0.5230138866728575,BBH,higher,match,
104,BBH,28.490553561493055,16.00336620030195,18.436870488737586,-0.5082025901824282,27.91624500018304,16.235185418699295,18.399227815777447,-0.5240763932029274,BBH,higher,match,
105,BNS,1.110692074029616,1.0279426965612766,0.9300584055268348,0.00206954132340698,1.1100704761760163,1.032579948354517,0.9319106595462232,0.0012389375952850342,BNS,higher,match,
106,BNS,1.0718221405028845,1.009896626697796,0.9056395407617692,-0.007501269636172057,1.018194594865626,0.9754794938204492,0.8675580141737831,-0.02136453909109094,BNS,very_high,match,
107,BBH,12.439009551528102,6.883969893039849,7.9865651688475925,-0.1492676392548656,12.270829837080726,6.765246475614705,7.86283291460062,-0.15496880463169874,BBH,high,match,
108,BBH,39.20067372848157,31.41499253467585,30.51252041430066,0.053876603071245754,40.81597525580361,31.273353988784212,31.047639443751216,0.027022218691361656,BBH,high,match,
109,BNS,1.846478536067957,1.15193618663532,1.2626566508413941,-0.007248958752634499,1.823502149980872,1.1746847409842969,1.2680162641599284,0.018113458895642358,AMBIGUOUS,medium,ambiguous,
110,BBH,16.178288173954318,7.736405838303381,9.610591566752694,-0.13890464121835033,16.216865580736453,7.64798657678963,9.562174628767519,-0.13287384926383264,BBH,high,match,
111,BBH,28.838554978212407,17.791006091207663,19.605238806784897,-0.28955222042300033,28.842025225603248,17.95052881497893,19.698195782497084,-0.2635551238790612,BBH,high,match,
112,BNS,1.5544165520399336,1.1151618834023658,1.1430221862516619,-0.03400234068903377,1.5813380717419958,1.1198814655657658,1.1550641211992017,-0.019484678220277593,BNS,higher,match,
113,BNS,1.4650141319892729,1.1862154882117566,1.1463408635275656,-0.012231623813340508,1.3791468884742208,1.1952991880260628,1.1171603903845762,-0.06790655936768375,BNS,higher,match,
114,BBH,46.42996362231055,19.143653782752256,25.46525775402258,-0.5832955490546075,45.980493594290124,20.002407581211163,25.96015370615144,-0.5756086273948071,BBH,higher,match,
115,BNS,1.2119546110805426,1.195800133485224,1.0480078176513619,0.0037827255403121273,1.2110914391619516,1.1631609684877144,1.0332006610516835,-0.006234804308021168,BNS,higher,match,
116,BNS,1.1290300571820417,1.0196547241219842,0.9338145622625127,0.0018697103130149678,1.1429580926049707,0.9992674981874792,0.9299384413297829,0.0012545522111944442,BNS,higher,match,
117,BNS,1.6599513011292788,1.395769730945905,1.3241059377632929,0.019079109873029628,1.6091330454704447,1.4021758035908978,1.3070301121789731,0.030850103788184938,BNS,higher,match,
118,BBH,25.233470979020627,23.058123768421684,20.994535306477204,0.5844133320816375,25.080748040655113,22.835479063740706,20.8292601648119,0.6072752952429616,BBH,higher,match,
119,BNS,1.3663354885565364,1.270542682736292,1.1468588012259702,-0.0020402682181533275,1.3872902346196494,1.2736219178721204,1.1569606939882546,0.007158179951811514,BNS,higher,match,
120,BNS,1.3423624333000541,1.1397375101032126,1.0760709963209223,-0.0204244902056376,1.3514961351476928,1.1550117990448,1.0869934336567837,-0.017548063474046468,BNS,higher,match,
121,BBH,5.8894900404211254,5.290460164287512,4.85796867801407,-0.044107083645720704,5.694536689628395,5.179884921977401,4.72700292148571,-0.05140019861276838,BBH,high,match,
122,BBH,11.239452330503878,6.769014307903807,7.545134777972899,0.4212642344732327,11.331577278700474,6.852426795569861,7.6232990667882365,0.39260697503644465,BBH,higher,match,
123,BNS,1.6100604828871738,1.1556306575304287,1.1842298712527757,-0.00019591829581862318,1.6483037469639334,1.1603173187772817,1.2002446600938774,-0.0019163260546806674,BNS,higher,match,
124,BBH,44.379842599513026,29.030660711684302,31.108134376200137,0.22160856663655423,44.98110192189821,28.476295965815954,30.995671182703692,0.2328123235829492,BBH,high,match,
125,BNS,1.6322025001148623,1.2112259782878694,1.221324495666722,0.0028954345336193784,1.6499149809055347,1.188076417722624,1.215573853210443,-0.002904970572265183,BNS,higher,match,
126,BBH,39.316554138318835,21.49279778652082,25.079967254237143,-0.1919550473876511,39.43437988595378,21.66954248430908,25.224411161768266,-0.18768440731870956,BBH,high,match,
127,BBH,23.449207470126943,9.037730981860578,12.398546932469575,0.5255033584908348,23.147009504350876,9.026840182281875,12.317364129677573,0.5128011722730121,BBH,higher,match,
128,BNS,1.1383290701160491,1.1071131651681243,0.9772721616990788,-0.02490236724292996,1.1020665899449493,1.0868999804223525,0.9527755958094056,-0.009424393255050042,BNS,higher,match,
129,BBH,32.885083668643766,31.0140163721368,27.799387640587657,0.06171407750724886,32.78560783828497,31.282346200303408,27.87798394437563,0.05918479632889962,BBH,high,match,
130,BNS,1.111844802380677,1.093114073348452,0.9597225399755064,-0.02011238133938811,1.0985896354838864,1.0933000257539265,0.954072055799975,-0.010269438738506779,BNS,higher,match,
131,BBH,49.64189024876247,49.61608318379484,43.20454058929708,-0.3105855862047218,50.58227057923232,50.13290479286911,43.83830269927036,-0.28544397817063805,BBH,very_high,match,
132,BNS,1.0514191545569294,1.0345672686922045,0.9079427724204221,0.006864721523242966,1.0229085789717622,1.0181259369323437,0.8884089469090483,0.028437924912127675,BNS,higher,match,
133,BNS,1.7488207796670547,1.6000970606670475,1.455975546108664,0.018322295408467356,1.7523894687228687,1.6026248529238778,1.458608127131948,0.026709116239842245,BNS,higher,match,
134,BNS,1.067518480187415,1.0035654552296382,0.9009757943110706,-0.02883108025240693,1.0624834361415656,0.9998688068917622,0.8971943792678024,-0.01442774126503538,BNS,higher,match,
135,BBH,12.560038186004201,6.110295443389011,7.530112869470604,0.5575528293980715,12.493953940866307,6.026480193747445,7.456378541755399,0.575234659814086,BBH,higher,match,
136,BBH,16.58533816957835,13.715984888464483,13.118327807685931,0.1849132762413087,17.155474096973617,13.079669974959687,13.016592165914885,0.14960380906121687,BBH,high,match,
137,BBH,38.81708647571282,9.021201522321551,15.510195285759387,-0.6351799127810313,39.608212618974726,9.207073529105752,15.828251628226829,-0.628556882490723,BBH,higher,match,
138,BBH,34.40929215621395,18.19681717639549,21.56728441853807,0.09552438355579469,35.42295795217415,17.304855735480146,21.284513659085253,0.05501809498604677,BBH,high,match,
139,BNS,1.6560738790950633,1.189660186788063,1.2186043340348962,0.016436538020516762,1.6275615307382787,1.2481301788759929,1.2385966904199428,0.03298813326843394,BNS,higher,match,
140,BBH,32.07013036052071,18.16128286734714,20.842666016000255,-0.2920314149020905,32.0157070082895,17.5800470459379,20.47109050501511,-0.30261190853548475,BBH,higher,match,
141,BNS,1.270696761495107,1.1412816398017156,1.0480600560638385,-0.006726696083023413,1.2503602332674575,1.155727022172606,1.0463379513850273,-0.01988121203653073,BNS,higher,match,
142,BBH,34.083084345285165,10.001137419429357,15.513019368121135,0.47185770282434336,34.76986583701153,9.949800757681833,15.606687272898613,0.4950671745963761,BBH,higher,match,
143,BBH,31.35970963196251,10.152967629547485,15.07102783602423,0.10510921784420982,30.69596190269698,9.884413283246376,14.708083071550623,0.10054487568965013,BBH,high,match,
144,BNS,1.860281886218941,1.275631910649966,1.3363175008647201,-0.026350831179065608,1.9451714924709063,1.283222202973485,1.3694890332302259,-0.019268853294850098,AMBIGUOUS,medium,ambiguous,
145,BNS,1.8883654530628404,1.8258837088906006,1.6164463293835594,-0.03964466811679621,1.819983257783936,1.743726837916837,1.5507687234259129,-0.038889731466006806,BNS,higher,match,
146,BBH,41.89139862071109,24.407108595973497,27.63655885996492,0.23363748468702666,42.33037938630683,24.76282474490318,27.985669461549705,0.22905685662551364,BBH,high,match,
147,BBH,41.27859344501264,11.179738911675571,17.969294853209888,0.6021429607028365,41.35000998692697,11.252856610767687,18.04850191538967,0.5891791539028952,BBH,higher,match,
148,BBH,13.694374510030874,5.8979852480556385,7.690068002158803,0.4525025332203216,14.155487711497614,5.835351416236963,7.762987851684955,0.4717422264113833,BBH,higher,match,
149,BNS,1.9267693914889934,1.8644716005028363,1.649966126779471,-0.013911150172333329,1.9640446426896443,1.9210319371645836,1.6909534313158063,-0.01899889263075829,BNS,higher,match,
150,BNS,1.320715546694076,1.110881244379146,1.053677830157891,-0.025113187920850634,1.3079777080592008,1.1330841241505971,1.0592579742592403,-0.01688959963353568,BNS,higher,match,
151,BBH,30.320258475868577,24.130456504166663,23.516806462276246,0.015590534899041365,30.721748141080948,24.44427261108639,23.825361236705692,0.035769697964882156,BBH,high,match,
152,BBH,22.66181304192247,21.317756143790668,19.13248983293083,-0.31908058788066224,22.389984844163916,22.008481419509824,19.32469875623943,-0.32766802346026186,BBH,higher,match,
153,BBH,38.45569825500734,33.509117266398064,31.235622820989466,-0.02857410030867818,38.502205382902346,33.676961955285535,31.333487380667457,-0.04298781438653519,BBH,high,match,
154,BBH,30.42850597838175,11.874387777433013,16.19798896265981,-0.267156286852005,29.13273976436814,11.935574222736191,15.923312325660778,-0.254560913503149,BBH,high,match,
155,BNS,1.8556421217024035,1.1605264133125608,1.2705695116509896,0.020349872687343493,1.778284032955126,1.17478395468517,1.2529126439872196,0.027801614658759355,AMBIGUOUS,medium,ambiguous,
156,BBH,32.324514372233246,16.612355331536243,19.954952363447426,-0.18215238650962262,31.561655329777018,16.879671486318813,19.900823671947016,-0.18744925469441565,BBH,high,match,
157,BBH,18.670847828447485,16.95289056955203,15.484485518731143,-0.38361226001945076,18.116302931095674,17.356509586972617,15.43618785750701,-0.3862205948934922,BBH,higher,match,
158,BNS,1.618714778169642,1.0248073751391442,1.1154521719576576,-0.0014809738293220253,1.5672753388069651,1.022269761580348,1.0969372711523704,-0.00728340701337008,AMBIGUOUS,medium,ambiguous,
159,BNS,1.0968101493049716,1.0917101708641381,0.9526056948962587,0.010651113348165037,1.1376004048565944,1.1019406475417757,0.9746685644393108,0.04373602521920843,BNS,higher,match,
